U_monthly,lambda_per_day,days,N_total_true,N_simulated,scale,acc_rag_sim,acc_ft_sim,cost_total_rag,cost_total_ft,cost_per_query_rag,cost_per_query_ft,rag_index_cost_total,ft_train_cost_total,tokens_in_rag_sim,tokens_out_rag_sim,tokens_in_ft_sim,tokens_out_ft_sim,lat_p50_rag_ms,lat_p95_rag_ms,lat_p50_ft_ms,lat_p95_ft_ms,ft_retrain_every_days,N_star_break_even
0.01,100,30,3096,3096,1.0,0.8646640826873385,0.7861757105943152,0.7812580000000008,60.05819775,0.00025234431524547826,0.019398642684108527,0.39999999999999974,60.0,2085808,62378,138477,62377,1434.3554634627476,1579.5866643574234,283.388957119147,355.9737436695551,7,571167.7620505759
0.01,1000,30,29968,20000,1.4984,0.8741,0.782,3.9676827964399703,36.563472645720005,0.00013239731701948645,0.0012200838442912442,0.27999999999999997,36.0,13464513,402339,894665,403083,1437.4639895527098,1575.3545364641195,283.2941622319792,355.91119174078887,7,342632.8282536679
0.01,10000,30,300555,20000,15.02775,0.87555,0.78515,37.00938159967939,17.63704953446257,0.00012313680224810563,5.86816041472029e-05,0.02666666666666667,12.0,13464513,402141,894665,401516,1438.4830175711572,1578.2447091201789,284.47351107277535,356.0329621118877,7,114805.19409125224
0.05,100,30,3096,3096,1.0,0.8653100775193798,0.7751937984496124,2.3811164,60.05823255,0.0007690944444444444,0.019398653924418606,1.9999999999999998,60.0,2085808,62142,138477,62435,1436.2857517093362,1576.738989514635,284.57869384376033,355.46400146758236,7,556138.06636659
0.05,1000,30,29968,20000,1.4984,0.87275,0.76675,5.087805065879988,36.563037510360004,0.00016977459509743685,0.001220069324291244,1.4,36.0,13464513,402475,894665,402599,1437.0369514353902,1577.1807003601261,283.53496778690993,355.82616539940767,7,331830.3782847149
0.05,10000,30,300555,20000,15.02775,0.8708,0.7802,37.11978115944594,17.643748905412547,0.00012350412124052484,5.870389414720283e-05,0.13333333333333336,12.0,13464513,402555,894665,402259,1437.5533529733889,1578.3316539236025,284.31999244079145,356.2706895995738,7,113793.19978230954
0.2,100,30,3096,3096,1.0,0.876937984496124,0.750968992248062,8.3812712,60.05798115,0.0027071289405684756,0.01939857272286822,7.999999999999999,60.0,2085808,62400,138477,62016,1438.9427706733168,1575.7456227988241,284.4281377703045,355.98847006495123,7,497980.06465092115
0.2,1000,30,29968,20000,1.4984,0.8736,0.7389,9.287223387000004,36.56273363484001,0.0003099046778897492,0.0012200591842912443,5.6,36.0,13464513,401828,894665,402261,1438.633336596734,1578.452720816372,283.75675514182524,355.77194555419413,7,291576.31237874774
0.2,10000,30,300555,20000,15.02775,0.87295,0.76275,37.51593104989606,17.64187344221255,0.00012482218246209864,5.869765414720284e-05,0.5333333333333334,12.0,13464513,402128,894665,402051,1438.141966612979,1579.618270081887,282.9871869268611,356.3084340139139,7,109964.40190185927
